,eolbp,amount_of_factors,lbp_length,eras_long,eras_short,amount_of_months
4903,1983-02-28,51,120,1972-1990,1972-1985,86
4904,1983-03-31,51,120,1972-1990,1972-1985,85
4905,1983-04-30,51,120,1972-1990,1972-1985,84
4906,1983-05-31,51,120,1972-1990,1972-1985,83
4907,1983-06-30,51,120,1972-1990,1972-1985,82
4908,1983-07-31,51,120,1972-1990,1972-1985,81
4909,1983-08-31,51,120,1972-1990,1972-1985,80
4910,1983-09-30,51,120,1972-1990,1972-1985,79
4911,1983-10-31,51,120,1972-1990,1972-1985,78
4912,1983-11-30,51,120,1972-1990,1972-1985,76
4913,1983-12-31,51,120,1972-1990,1972-1985,75
4914,1984-01-31,51,120,1972-1990,1972-1985,75
4915,1984-02-29,51,120,1972-1990,1972-1985,74
4916,1984-03-31,51,120,1972-1990,1972-1985,73
4917,1984-04-30,51,120,1972-1990,1972-1985,71
4918,1984-05-31,51,120,1972-1990,1972-1985,71
4919,1984-06-30,51,120,1972-1990,1972-1985,69
4920,1984-07-31,51,120,1972-1990,1972-1985,69
4921,1984-08-31,51,120,1972-1990,1972-1985,67
4922,1984-09-30,51,120,1972-1990,1972-1985,66
4923,1984-10-31,51,120,1972-1990,1972-1985,65
4924,1984-11-30,51,120,1972-1990,1972-1985,64
4925,1984-12-31,51,120,1972-1990,1972-1985,63
4926,1985-01-31,51,120,1972-1990,1972-1985,63
4927,1985-02-28,51,120,1972-1990,1972-1985,62
4928,1985-03-31,51,120,1972-1990,1972-1985,61
4929,1985-04-30,51,120,1972-1990,1972-1985,60
4930,1985-05-31,51,120,1972-1990,1972-1985,59
4931,1985-06-30,51,120,1972-1990,1972-1985,59
4932,1985-07-31,51,120,1972-1990,1972-1985,58
4933,1985-08-31,51,120,1972-1990,1972-1985,56
4934,1985-09-30,51,120,1972-1990,1972-1985,55
4935,1985-10-31,51,120,1972-1990,1972-1985,54
4936,1985-11-30,51,120,1972-1990,1972-1985,54
4937,1985-12-31,51,120,1972-1990,1972-1985,53
4938,1986-01-31,51,120,1972-1990,1986-1990,52
4939,1986-02-28,51,120,1972-1990,1986-1990,59
4940,1986-03-31,51,120,1972-1990,1986-1990,65
4941,1986-04-30,51,120,1972-1990,1986-1990,159
4942,1986-05-31,51,120,1972-1990,1986-1990,158
4943,1986-06-30,51,120,1972-1990,1986-1990,63
4944,1986-07-31,51,120,1972-1990,1986-1990,62
4945,1986-08-31,51,120,1972-1990,1986-1990,60
4946,1986-09-30,51,120,1972-1990,1986-1990,60
4947,1986-10-31,51,120,1972-1990,1986-1990,59
4948,1986-11-30,51,120,1972-1990,1986-1990,58
4949,1986-12-31,51,120,1972-1990,1986-1990,56
4950,1987-01-31,51,120,1972-1990,1986-1990,150
4951,1987-02-28,51,120,1972-1990,1986-1990,149
4952,1987-03-31,51,120,1972-1990,1986-1990,151
4953,1987-04-30,51,120,1972-1990,1986-1990,150
4954,1987-05-31,51,120,1972-1990,1986-1990,52
4955,1987-06-30,51,120,1972-1990,1986-1990,148
4956,1987-07-31,51,120,1972-1990,1986-1990,50
4957,1987-08-31,51,120,1972-1990,1986-1990,49
4958,1987-09-30,51,120,1972-1990,1986-1990,48
4959,1987-10-31,51,120,1972-1990,1986-1990,46
4960,1987-11-30,51,120,1972-1990,1986-1990,45
4961,1987-12-31,51,120,1972-1990,1986-1990,44
4962,1988-01-31,51,120,1972-1990,1986-1990,43
4963,1988-02-29,51,120,1972-1990,1986-1990,42
4964,1988-03-31,51,120,1972-1990,1986-1990,41
4965,1988-04-30,51,120,1972-1990,1986-1990,40
4966,1988-05-31,51,120,1972-1990,1986-1990,38
4967,1988-06-30,51,120,1972-1990,1986-1990,37
4968,1988-07-31,51,120,1972-1990,1986-1990,36
4969,1988-08-31,51,120,1972-1990,1986-1990,35
4970,1988-09-30,51,120,1972-1990,1986-1990,34
4971,1988-10-31,51,120,1972-1990,1986-1990,34
4972,1988-11-30,51,120,1972-1990,1986-1990,32
4973,1988-12-31,51,120,1972-1990,1986-1990,31
4974,1989-01-31,51,120,1972-1990,1986-1990,30
4975,1989-02-28,51,120,1972-1990,1986-1990,30
4976,1989-03-31,51,120,1972-1990,1986-1990,28
4977,1989-04-30,51,120,1972-1990,1986-1990,27
4978,1989-05-31,51,120,1972-1990,1986-1990,26
4979,1989-06-30,51,120,1972-1990,1986-1990,25
4980,1989-07-31,51,120,1972-1990,1986-1990,24
4981,1989-08-31,51,120,1972-1990,1986-1990,23
4982,1989-09-30,51,120,1972-1990,1986-1990,22
4983,1989-10-31,51,120,1972-1990,1986-1990,21
4984,1989-11-30,51,120,1972-1990,1986-1990,20
4985,1989-12-31,51,120,1972-1990,1986-1990,19
4986,1990-01-31,51,120,1972-1990,1986-1990,18
4987,1990-02-28,51,120,1972-1990,1986-1990,17
4988,1990-03-31,51,120,1972-1990,1986-1990,16
4989,1990-04-30,51,120,1972-1990,1986-1990,15
4990,1990-05-31,51,120,1972-1990,1986-1990,14
4991,1990-06-30,51,120,1972-1990,1986-1990,13
4992,1990-07-31,51,120,1972-1990,1986-1990,12
4993,1990-08-31,51,120,1972-1990,1986-1990,0
4994,1990-09-30,51,120,1972-1990,1986-1990,0
4995,1990-10-31,51,120,1972-1990,1986-1990,0
4996,1990-11-30,51,120,1972-1990,1986-1990,0
4997,1990-12-31,51,120,1972-1990,1986-1990,0
4998,1991-01-31,51,120,1991-2005,1991-1995,0
4999,1991-02-28,51,120,1991-2005,1991-1995,0
5000,1991-03-31,51,120,1991-2005,1991-1995,0
5001,1991-04-30,51,120,1991-2005,1991-1995,27
5002,1991-05-31,51,120,1991-2005,1991-1995,26
5003,1991-06-30,51,120,1991-2005,1991-1995,25
5004,1991-07-31,51,120,1991-2005,1991-1995,24
5005,1991-08-31,51,120,1991-2005,1991-1995,23
5006,1991-09-30,51,120,1991-2005,1991-1995,22
5007,1991-10-31,51,120,1991-2005,1991-1995,21
5008,1991-11-30,51,120,1991-2005,1991-1995,20
5009,1991-12-31,51,120,1991-2005,1991-1995,19
5010,1992-01-31,51,120,1991-2005,1991-1995,18
5011,1992-02-29,51,120,1991-2005,1991-1995,16
5012,1992-03-31,51,120,1991-2005,1991-1995,15
5013,1992-04-30,51,120,1991-2005,1991-1995,14
5014,1992-05-31,51,120,1991-2005,1991-1995,14
5015,1992-06-30,51,120,1991-2005,1991-1995,13
5016,1992-07-31,51,120,1991-2005,1991-1995,12
5017,1992-08-31,51,120,1991-2005,1991-1995,0
5018,1992-09-30,51,120,1991-2005,1991-1995,0
5019,1992-10-31,51,120,1991-2005,1991-1995,0
5020,1992-11-30,51,120,1991-2005,1991-1995,0
5021,1992-12-31,51,120,1991-2005,1991-1995,13
5022,1993-01-31,51,120,1991-2005,1991-1995,12
5023,1993-02-28,51,120,1991-2005,1991-1995,0
5024,1993-03-31,51,120,1991-2005,1991-1995,36
5025,1993-04-30,51,120,1991-2005,1991-1995,26
5026,1993-05-31,51,120,1991-2005,1991-1995,25
5027,1993-06-30,51,120,1991-2005,1991-1995,24
5028,1993-07-31,51,120,1991-2005,1991-1995,23
5029,1993-08-31,51,120,1991-2005,1991-1995,31
5030,1993-09-30,51,120,1991-2005,1991-1995,30
5031,1993-10-31,51,120,1991-2005,1991-1995,29
5032,1993-11-30,51,120,1991-2005,1991-1995,28
5033,1993-12-31,51,120,1991-2005,1991-1995,27
5034,1994-01-31,51,120,1991-2005,1991-1995,27
5035,1994-02-28,51,120,1991-2005,1991-1995,26
5036,1994-03-31,51,120,1991-2005,1991-1995,25
5037,1994-04-30,51,120,1991-2005,1991-1995,24
5038,1994-05-31,51,120,1991-2005,1991-1995,23
5039,1994-06-30,51,120,1991-2005,1991-1995,21
5040,1994-07-31,51,120,1991-2005,1991-1995,20
5041,1994-08-31,51,120,1991-2005,1991-1995,19
5042,1994-09-30,51,120,1991-2005,1991-1995,19
5043,1994-10-31,51,120,1991-2005,1991-1995,57
5044,1994-11-30,51,120,1991-2005,1991-1995,56
5045,1994-12-31,51,120,1991-2005,1991-1995,55
5046,1995-01-31,51,120,1991-2005,1991-1995,15
5047,1995-02-28,51,120,1991-2005,1991-1995,14
5048,1995-03-31,51,120,1991-2005,1991-1995,52
5049,1995-04-30,51,120,1991-2005,1991-1995,51
5050,1995-05-31,51,120,1991-2005,1991-1995,50
5051,1995-06-30,51,120,1991-2005,1991-1995,52
5052,1995-07-31,51,120,1991-2005,1991-1995,52
5053,1995-08-31,51,120,1991-2005,1991-1995,52
5054,1995-09-30,51,120,1991-2005,1991-1995,51
5055,1995-10-31,51,120,1991-2005,1991-1995,50
5056,1995-11-30,51,120,1991-2005,1991-1995,48
5057,1995-12-31,51,120,1991-2005,1991-1995,47
5058,1996-01-31,51,120,1991-2005,1996-2000,46
5059,1996-02-29,51,120,1991-2005,1996-2000,45
5060,1996-03-31,51,120,1991-2005,1996-2000,43
5061,1996-04-30,51,120,1991-2005,1996-2000,43
5062,1996-05-31,51,120,1991-2005,1996-2000,44
5063,1996-06-30,51,120,1991-2005,1996-2000,41
5064,1996-07-31,51,120,1991-2005,1996-2000,39
5065,1996-08-31,51,120,1991-2005,1996-2000,39
5066,1996-09-30,51,120,1991-2005,1996-2000,40
5067,1996-10-31,51,120,1991-2005,1996-2000,37
5068,1996-11-30,51,120,1991-2005,1996-2000,36
5069,1996-12-31,51,120,1991-2005,1996-2000,36
5070,1997-01-31,51,120,1991-2005,1996-2000,34
5071,1997-02-28,51,120,1991-2005,1996-2000,29
5072,1997-03-31,51,120,1991-2005,1996-2000,28
5073,1997-04-30,51,120,1991-2005,1996-2000,27
5074,1997-05-31,51,120,1991-2005,1996-2000,26
5075,1997-06-30,51,120,1991-2005,1996-2000,25
5076,1997-07-31,51,120,1991-2005,1996-2000,24
5077,1997-08-31,51,120,1991-2005,1996-2000,25
5078,1997-09-30,51,120,1991-2005,1996-2000,25
5079,1997-10-31,51,120,1991-2005,1996-2000,25
5080,1997-11-30,51,120,1991-2005,1996-2000,23
5081,1997-12-31,51,120,1991-2005,1996-2000,19
5082,1998-01-31,51,120,1991-2005,1996-2000,18
5083,1998-02-28,51,120,1991-2005,1996-2000,17
5084,1998-03-31,51,120,1991-2005,1996-2000,16
5085,1998-04-30,51,120,1991-2005,1996-2000,15
5086,1998-05-31,51,120,1991-2005,1996-2000,14
5087,1998-06-30,51,120,1991-2005,1996-2000,13
5088,1998-07-31,51,120,1991-2005,1996-2000,12
5089,1998-08-31,51,120,1991-2005,1996-2000,0
5090,1998-09-30,51,120,1991-2005,1996-2000,13
5091,1998-10-31,51,120,1991-2005,1996-2000,12
5092,1998-11-30,51,120,1991-2005,1996-2000,12
5093,1998-12-31,51,120,1991-2005,1996-2000,13
5094,1999-01-31,51,120,1991-2005,1996-2000,55
5095,1999-02-28,51,120,1991-2005,1996-2000,54
5096,1999-03-31,51,120,1991-2005,1996-2000,53
5097,1999-04-30,51,120,1991-2005,1996-2000,52
5098,1999-05-31,51,120,1991-2005,1996-2000,51
5099,1999-06-30,51,120,1991-2005,1996-2000,50
5100,1999-07-31,51,120,1991-2005,1996-2000,49
5101,1999-08-31,51,120,1991-2005,1996-2000,53
5102,1999-09-30,51,120,1991-2005,1996-2000,52
5103,1999-10-31,51,120,1991-2005,1996-2000,51
5104,1999-11-30,51,120,1991-2005,1996-2000,51
5105,1999-12-31,51,120,1991-2005,1996-2000,13
5106,2000-01-31,51,120,1991-2005,1996-2000,12
5107,2000-02-29,51,120,1991-2005,1996-2000,0
5108,2000-03-31,51,120,1991-2005,1996-2000,0
5109,2000-04-30,51,120,1991-2005,1996-2000,50
5110,2000-05-31,51,120,1991-2005,1996-2000,50
5111,2000-06-30,51,120,1991-2005,1996-2000,49
5112,2000-07-31,51,120,1991-2005,1996-2000,48
5113,2000-08-31,51,120,1991-2005,1996-2000,46
5114,2000-09-30,51,120,1991-2005,1996-2000,46
5115,2000-10-31,51,120,1991-2005,1996-2000,45
5116,2000-11-30,51,120,1991-2005,1996-2000,45
5117,2000-12-31,51,120,1991-2005,1996-2000,44
5118,2001-01-31,51,120,1991-2005,2001-2005,42
5119,2001-02-28,51,120,1991-2005,2001-2005,30
5120,2001-03-31,51,120,1991-2005,2001-2005,27
5121,2001-04-30,51,120,1991-2005,2001-2005,28
5122,2001-05-31,51,120,1991-2005,2001-2005,32
5123,2001-06-30,51,120,1991-2005,2001-2005,31
5124,2001-07-31,51,120,1991-2005,2001-2005,24
5125,2001-08-31,51,120,1991-2005,2001-2005,23
5126,2001-09-30,51,120,1991-2005,2001-2005,21
5127,2001-10-31,51,120,1991-2005,2001-2005,20
5128,2001-11-30,51,120,1991-2005,2001-2005,37
5129,2001-12-31,51,120,1991-2005,2001-2005,36
5130,2002-01-31,51,120,1991-2005,2001-2005,19
5131,2002-02-28,51,120,1991-2005,2001-2005,16
5132,2002-03-31,51,120,1991-2005,2001-2005,15
5133,2002-04-30,51,120,1991-2005,2001-2005,14
5134,2002-05-31,51,120,1991-2005,2001-2005,13
5135,2002-06-30,51,120,1991-2005,2001-2005,12
5136,2002-07-31,51,120,1991-2005,2001-2005,0
5137,2002-08-31,51,120,1991-2005,2001-2005,0
5138,2002-09-30,51,120,1991-2005,2001-2005,0
5139,2002-10-31,51,120,1991-2005,2001-2005,0
5140,2002-11-30,51,120,1991-2005,2001-2005,0
5141,2002-12-31,51,120,1991-2005,2001-2005,0
5142,2003-01-31,51,120,1991-2005,2001-2005,0
5143,2003-02-28,51,120,1991-2005,2001-2005,0
5144,2003-03-31,51,120,1991-2005,2001-2005,0
5145,2003-04-30,51,120,1991-2005,2001-2005,0
5146,2003-05-31,51,120,1991-2005,2001-2005,33
5147,2003-06-30,51,120,1991-2005,2001-2005,31
5148,2003-07-31,51,120,1991-2005,2001-2005,31
5149,2003-08-31,51,120,1991-2005,2001-2005,30
5150,2003-09-30,51,120,1991-2005,2001-2005,28
5151,2003-10-31,51,120,1991-2005,2001-2005,28
5152,2003-11-30,51,120,1991-2005,2001-2005,27
5153,2003-12-31,51,120,1991-2005,2001-2005,25
5154,2004-01-31,51,120,1991-2005,2001-2005,25
5155,2004-02-29,51,120,1991-2005,2001-2005,24
5156,2004-03-31,51,120,1991-2005,2001-2005,23
5157,2004-04-30,51,120,1991-2005,2001-2005,21
5158,2004-05-31,51,120,1991-2005,2001-2005,21
5159,2004-06-30,51,120,1991-2005,2001-2005,20
5160,2004-07-31,51,120,1991-2005,2001-2005,19
5161,2004-08-31,51,120,1991-2005,2001-2005,18
5162,2004-09-30,51,120,1991-2005,2001-2005,17
5163,2004-10-31,51,120,1991-2005,2001-2005,16
5164,2004-11-30,51,120,1991-2005,2001-2005,15
5165,2004-12-31,51,120,1991-2005,2001-2005,14
5166,2005-01-31,51,120,1991-2005,2001-2005,13
5167,2005-02-28,51,120,1991-2005,2001-2005,12
5168,2005-03-31,51,120,1991-2005,2001-2005,0
5169,2005-04-30,51,120,1991-2005,2001-2005,0
5170,2005-05-31,51,120,1991-2005,2001-2005,0
5171,2005-06-30,51,120,1991-2005,2001-2005,0
5172,2005-07-31,51,120,1991-2005,2001-2005,15
5173,2005-08-31,51,120,1991-2005,2001-2005,14
5174,2005-09-30,51,120,1991-2005,2001-2005,13
5175,2005-10-31,51,120,1991-2005,2001-2005,12
5176,2005-11-30,51,120,1991-2005,2001-2005,0
5177,2005-12-31,51,120,1991-2005,2001-2005,20
5178,2006-01-31,51,120,2006-2021,2006-2010,20
5179,2006-02-28,51,120,2006-2021,2006-2010,18
5180,2006-03-31,51,120,2006-2021,2006-2010,17
5181,2006-04-30,51,120,2006-2021,2006-2010,16
5182,2006-05-31,51,120,2006-2021,2006-2010,15
5183,2006-06-30,51,120,2006-2021,2006-2010,14
5184,2006-07-31,51,120,2006-2021,2006-2010,13
5185,2006-08-31,51,120,2006-2021,2006-2010,12
5186,2006-09-30,51,120,2006-2021,2006-2010,0
5187,2006-10-31,51,120,2006-2021,2006-2010,0
5188,2006-11-30,51,120,2006-2021,2006-2010,33
5189,2006-12-31,51,120,2006-2021,2006-2010,0
5190,2007-01-31,51,120,2006-2021,2006-2010,31
5191,2007-02-28,51,120,2006-2021,2006-2010,30
5192,2007-03-31,51,120,2006-2021,2006-2010,29
5193,2007-04-30,51,120,2006-2021,2006-2010,28
5194,2007-05-31,51,120,2006-2021,2006-2010,27
5195,2007-06-30,51,120,2006-2021,2006-2010,26
5196,2007-07-31,51,120,2006-2021,2006-2010,25
5197,2007-08-31,51,120,2006-2021,2006-2010,24
5198,2007-09-30,51,120,2006-2021,2006-2010,22
5199,2007-10-31,51,120,2006-2021,2006-2010,21
5200,2007-11-30,51,120,2006-2021,2006-2010,19
5201,2007-12-31,51,120,2006-2021,2006-2010,18
5202,2008-01-31,51,120,2006-2021,2006-2010,18
5203,2008-02-29,51,120,2006-2021,2006-2010,17
5204,2008-03-31,51,120,2006-2021,2006-2010,16
5205,2008-04-30,51,120,2006-2021,2006-2010,14
5206,2008-05-31,51,120,2006-2021,2006-2010,13
5207,2008-06-30,51,120,2006-2021,2006-2010,12
5208,2008-07-31,51,120,2006-2021,2006-2010,0
5209,2008-08-31,51,120,2006-2021,2006-2010,0
5210,2008-09-30,51,120,2006-2021,2006-2010,0
5211,2008-10-31,51,120,2006-2021,2006-2010,0
5212,2008-11-30,51,120,2006-2021,2006-2010,0
5213,2008-12-31,51,120,2006-2021,2006-2010,0
5214,2009-01-31,51,120,2006-2021,2006-2010,0
5215,2009-02-28,51,120,2006-2021,2006-2010,0
5216,2009-03-31,51,120,2006-2021,2006-2010,0
5217,2009-04-30,51,120,2006-2021,2006-2010,0
5218,2009-05-31,51,120,2006-2021,2006-2010,20
5219,2009-06-30,51,120,2006-2021,2006-2010,19
5220,2009-07-31,51,120,2006-2021,2006-2010,18
5221,2009-08-31,51,120,2006-2021,2006-2010,89
5222,2009-09-30,51,120,2006-2021,2006-2010,16
5223,2009-10-31,51,120,2006-2021,2006-2010,14
5224,2009-11-30,51,120,2006-2021,2006-2010,12
5225,2009-12-31,51,120,2006-2021,2006-2010,0
5226,2010-01-31,51,120,2006-2021,2006-2010,0
5227,2010-02-28,51,120,2006-2021,2006-2010,0
5228,2010-03-31,51,120,2006-2021,2006-2010,0
5229,2010-04-30,51,120,2006-2021,2006-2010,0
5230,2010-05-31,51,120,2006-2021,2006-2010,0
5231,2010-06-30,51,120,2006-2021,2006-2010,0
5232,2010-07-31,51,120,2006-2021,2006-2010,0
5233,2010-08-31,51,120,2006-2021,2006-2010,40
5234,2010-09-30,51,120,2006-2021,2006-2010,39
5235,2010-10-31,51,120,2006-2021,2006-2010,38
5236,2010-11-30,51,120,2006-2021,2006-2010,38
5237,2010-12-31,51,120,2006-2021,2006-2010,52
5238,2011-01-31,51,120,2006-2021,2011-2015,36
5239,2011-02-28,51,120,2006-2021,2011-2015,71
5240,2011-03-31,51,120,2006-2021,2011-2015,70
5241,2011-04-30,51,120,2006-2021,2011-2015,69
5242,2011-05-31,51,120,2006-2021,2011-2015,67
5243,2011-06-30,51,120,2006-2021,2011-2015,66
5244,2011-07-31,51,120,2006-2021,2011-2015,65
5245,2011-08-31,51,120,2006-2021,2011-2015,64
5246,2011-09-30,51,120,2006-2021,2011-2015,64
5247,2011-10-31,51,120,2006-2021,2011-2015,62
5248,2011-11-30,51,120,2006-2021,2011-2015,26
5249,2011-12-31,51,120,2006-2021,2011-2015,25
5250,2012-01-31,51,120,2006-2021,2011-2015,59
5251,2012-02-29,51,120,2006-2021,2011-2015,59
5252,2012-03-31,51,120,2006-2021,2011-2015,57
5253,2012-04-30,51,120,2006-2021,2011-2015,57
5254,2012-05-31,51,120,2006-2021,2011-2015,56
5255,2012-06-30,51,120,2006-2021,2011-2015,55
5256,2012-07-31,51,120,2006-2021,2011-2015,33
5257,2012-08-31,51,120,2006-2021,2011-2015,32
5258,2012-09-30,51,120,2006-2021,2011-2015,29
5259,2012-10-31,51,120,2006-2021,2011-2015,28
5260,2012-11-30,51,120,2006-2021,2011-2015,31
5261,2012-12-31,51,120,2006-2021,2011-2015,28
5262,2013-01-31,51,120,2006-2021,2011-2015,27
5263,2013-02-28,51,120,2006-2021,2011-2015,26
5264,2013-03-31,51,120,2006-2021,2011-2015,24
5265,2013-04-30,51,120,2006-2021,2011-2015,24
5266,2013-05-31,51,120,2006-2021,2011-2015,43
5267,2013-06-30,51,120,2006-2021,2011-2015,42
5268,2013-07-31,51,120,2006-2021,2011-2015,41
5269,2013-08-31,51,120,2006-2021,2011-2015,40
5270,2013-09-30,51,120,2006-2021,2011-2015,39
5271,2013-10-31,51,120,2006-2021,2011-2015,38
5272,2013-11-30,51,120,2006-2021,2011-2015,37
5273,2013-12-31,51,120,2006-2021,2011-2015,36
5274,2014-01-31,51,120,2006-2021,2011-2015,35
5275,2014-02-28,51,120,2006-2021,2011-2015,34
5276,2014-03-31,51,120,2006-2021,2011-2015,33
5277,2014-04-30,51,120,2006-2021,2011-2015,32
5278,2014-05-31,51,120,2006-2021,2011-2015,31
5279,2014-06-30,51,120,2006-2021,2011-2015,30
5280,2014-07-31,51,120,2006-2021,2011-2015,29
5281,2014-08-31,51,120,2006-2021,2011-2015,28
5282,2014-09-30,51,120,2006-2021,2011-2015,27
5283,2014-10-31,51,120,2006-2021,2011-2015,26
5284,2014-11-30,51,120,2006-2021,2011-2015,25
5285,2014-12-31,51,120,2006-2021,2011-2015,24
5286,2015-01-31,51,120,2006-2021,2011-2015,23
5287,2015-02-28,51,120,2006-2021,2011-2015,22
5288,2015-03-31,51,120,2006-2021,2011-2015,21
5289,2015-04-30,51,120,2006-2021,2011-2015,20
5290,2015-05-31,51,120,2006-2021,2011-2015,19
5291,2015-06-30,51,120,2006-2021,2011-2015,17
5292,2015-07-31,51,120,2006-2021,2011-2015,16
5293,2015-08-31,51,120,2006-2021,2011-2015,16
5294,2015-09-30,51,120,2006-2021,2011-2015,14
5295,2015-10-31,51,120,2006-2021,2011-2015,14
5296,2015-11-30,51,120,2006-2021,2011-2015,13
5297,2015-12-31,51,120,2006-2021,2011-2015,0
5298,2016-01-31,51,120,2006-2021,2016-2021,0
5299,2016-02-29,51,120,2006-2021,2016-2021,0
5300,2016-03-31,51,120,2006-2021,2016-2021,0
5301,2016-04-30,51,120,2006-2021,2016-2021,24
5302,2016-05-31,51,120,2006-2021,2016-2021,23
5303,2016-06-30,51,120,2006-2021,2016-2021,22
5304,2016-07-31,51,120,2006-2021,2016-2021,21
5305,2016-08-31,51,120,2006-2021,2016-2021,44
5306,2016-09-30,51,120,2006-2021,2016-2021,44
5307,2016-10-31,51,120,2006-2021,2016-2021,42
5308,2016-11-30,51,120,2006-2021,2016-2021,40
5309,2016-12-31,51,120,2006-2021,2016-2021,37
5310,2017-01-31,51,120,2006-2021,2016-2021,39
5311,2017-02-28,51,120,2006-2021,2016-2021,38
5312,2017-03-31,51,120,2006-2021,2016-2021,38
5313,2017-04-30,51,120,2006-2021,2016-2021,37
5314,2017-05-31,51,120,2006-2021,2016-2021,36
5315,2017-06-30,51,120,2006-2021,2016-2021,35
5316,2017-07-31,51,120,2006-2021,2016-2021,34
5317,2017-08-31,51,120,2006-2021,2016-2021,33
5318,2017-09-30,51,120,2006-2021,2016-2021,31
5319,2017-10-31,51,120,2006-2021,2016-2021,30
5320,2017-11-30,51,120,2006-2021,2016-2021,28
5321,2017-12-31,51,120,2006-2021,2016-2021,27
5322,2018-01-31,51,120,2006-2021,2016-2021,28
5323,2018-02-28,51,120,2006-2021,2016-2021,27
5324,2018-03-31,51,120,2006-2021,2016-2021,22
5325,2018-04-30,51,120,2006-2021,2016-2021,24
5326,2018-05-31,51,120,2006-2021,2016-2021,23
5327,2018-06-30,51,120,2006-2021,2016-2021,19
5328,2018-07-31,51,120,2006-2021,2016-2021,18
5329,2018-08-31,51,120,2006-2021,2016-2021,22
5330,2018-09-30,51,120,2006-2021,2016-2021,16
5331,2018-10-31,51,120,2006-2021,2016-2021,15
5332,2018-11-30,51,120,2006-2021,2016-2021,14
5333,2018-12-31,51,120,2006-2021,2016-2021,18
5334,2019-01-31,51,120,2006-2021,2016-2021,0
5335,2019-02-28,51,120,2006-2021,2016-2021,0
5336,2019-03-31,51,120,2006-2021,2016-2021,14
5337,2019-04-30,51,120,2006-2021,2016-2021,14
5338,2019-05-31,51,120,2006-2021,2016-2021,14
5339,2019-06-30,51,120,2006-2021,2016-2021,13
5340,2019-07-31,51,120,2006-2021,2016-2021,14
5341,2019-08-31,51,120,2006-2021,2016-2021,14
5342,2019-09-30,51,120,2006-2021,2016-2021,0
5343,2019-10-31,51,120,2006-2021,2016-2021,0
5344,2019-11-30,51,120,2006-2021,2016-2021,0
5345,2019-12-31,51,120,2006-2021,2016-2021,0
5346,2020-01-31,51,120,2006-2021,2016-2021,0
5347,2020-02-29,51,120,2006-2021,2016-2021,0
5348,2020-03-31,51,120,2006-2021,2016-2021,0
5349,2020-04-30,51,120,2006-2021,2016-2021,0
5350,2020-05-31,51,120,2006-2021,2016-2021,0
5351,2020-06-30,51,120,2006-2021,2016-2021,0
5352,2020-07-31,51,120,2006-2021,2016-2021,0
5353,2020-08-31,51,120,2006-2021,2016-2021,0
5354,2020-09-30,51,120,2006-2021,2016-2021,0
5355,2020-10-31,51,120,2006-2021,2016-2021,0
5356,2020-11-30,51,120,2006-2021,2016-2021,36
5357,2020-12-31,51,120,2006-2021,2016-2021,35
5358,2021-01-31,51,120,2006-2021,2016-2021,34
5359,2021-02-28,51,120,2006-2021,2016-2021,33
5360,2021-03-31,51,120,2006-2021,2016-2021,32
5361,2021-04-30,51,120,2006-2021,2016-2021,31
5362,2021-05-31,51,120,2006-2021,2016-2021,30
5363,2021-06-30,51,120,2006-2021,2016-2021,29
5364,2021-07-31,51,120,2006-2021,2016-2021,28
5365,2021-08-31,51,120,2006-2021,2016-2021,27
5366,2021-09-30,51,120,2006-2021,2016-2021,26
5367,2021-10-31,51,120,2006-2021,2016-2021,25
5368,2021-11-30,51,120,2006-2021,2016-2021,24
5369,2021-12-31,51,120,2006-2021,2016-2021,16
5370,1972-10-31,30,12,1972-1990,1972-1985,15
5371,1972-11-30,30,12,1972-1990,1972-1985,28
5372,1972-12-31,30,12,1972-1990,1972-1985,16
5373,1973-01-31,30,12,1972-1990,1972-1985,15
5374,1973-02-28,30,12,1972-1990,1972-1985,15
5375,1973-03-31,30,12,1972-1990,1972-1985,14
5376,1973-04-30,30,12,1972-1990,1972-1985,13
5377,1973-05-31,30,12,1972-1990,1972-1985,12
5378,1973-06-30,30,12,1972-1990,1972-1985,20
5379,1973-07-31,30,12,1972-1990,1972-1985,20
5380,1973-08-31,30,12,1972-1990,1972-1985,18
5381,1973-09-30,30,12,1972-1990,1972-1985,17
5382,1973-10-31,30,12,1972-1990,1972-1985,16
5383,1973-11-30,30,12,1972-1990,1972-1985,15
5384,1973-12-31,30,12,1972-1990,1972-1985,15
5385,1974-01-31,30,12,1972-1990,1972-1985,18
5386,1974-02-28,30,12,1972-1990,1972-1985,50
5387,1974-03-31,30,12,1972-1990,1972-1985,48
5388,1974-04-30,30,12,1972-1990,1972-1985,66
5389,1974-05-31,30,12,1972-1990,1972-1985,64
5390,1974-06-30,30,12,1972-1990,1972-1985,64
5391,1974-07-31,30,12,1972-1990,1972-1985,44
5392,1974-08-31,30,12,1972-1990,1972-1985,44
5393,1974-09-30,30,12,1972-1990,1972-1985,42
5394,1974-10-31,30,12,1972-1990,1972-1985,42
5395,1974-11-30,30,12,1972-1990,1972-1985,41
5396,1974-12-31,30,12,1972-1990,1972-1985,40
5397,1975-01-31,30,12,1972-1990,1972-1985,39
5398,1975-02-28,30,12,1972-1990,1972-1985,55
5399,1975-03-31,30,12,1972-1990,1972-1985,54
5400,1975-04-30,30,12,1972-1990,1972-1985,54
