,eolbp,amount_of_factors,lbp_length,eras_long,eras_short,amount_of_months
8888,1991-06-30,30,84,1991-2005,1991-1995,22
8889,1991-07-31,30,84,1991-2005,1991-1995,23
8890,1991-08-31,30,84,1991-2005,1991-1995,22
8891,1991-09-30,30,84,1991-2005,1991-1995,21
8892,1991-10-31,30,84,1991-2005,1991-1995,20
8893,1991-11-30,30,84,1991-2005,1991-1995,19
8894,1991-12-31,30,84,1991-2005,1991-1995,0
8895,1992-01-31,30,84,1991-2005,1991-1995,17
8896,1992-02-29,30,84,1991-2005,1991-1995,18
8897,1992-03-31,30,84,1991-2005,1991-1995,16
8898,1992-04-30,30,84,1991-2005,1991-1995,14
8899,1992-05-31,30,84,1991-2005,1991-1995,14
8900,1992-06-30,30,84,1991-2005,1991-1995,13
8901,1992-07-31,30,84,1991-2005,1991-1995,0
8902,1992-08-31,30,84,1991-2005,1991-1995,0
8903,1992-09-30,30,84,1991-2005,1991-1995,0
8904,1992-10-31,30,84,1991-2005,1991-1995,0
8905,1992-11-30,30,84,1991-2005,1991-1995,0
8906,1992-12-31,30,84,1991-2005,1991-1995,83
8907,1993-01-31,30,84,1991-2005,1991-1995,82
8908,1993-02-28,30,84,1991-2005,1991-1995,80
8909,1993-03-31,30,84,1991-2005,1991-1995,80
8910,1993-04-30,30,84,1991-2005,1991-1995,78
8911,1993-05-31,30,84,1991-2005,1991-1995,80
8912,1993-06-30,30,84,1991-2005,1991-1995,79
8913,1993-07-31,30,84,1991-2005,1991-1995,78
8914,1993-08-31,30,84,1991-2005,1991-1995,77
8915,1993-09-30,30,84,1991-2005,1991-1995,117
8916,1993-10-31,30,84,1991-2005,1991-1995,116
8917,1993-11-30,30,84,1991-2005,1991-1995,115
8918,1993-12-31,30,84,1991-2005,1991-1995,73
8919,1994-01-31,30,84,1991-2005,1991-1995,113
8920,1994-02-28,30,84,1991-2005,1991-1995,71
8921,1994-03-31,30,84,1991-2005,1991-1995,70
8922,1994-04-30,30,84,1991-2005,1991-1995,69
8923,1994-05-31,30,84,1991-2005,1991-1995,66
8924,1994-06-30,30,84,1991-2005,1991-1995,67
8925,1994-07-31,30,84,1991-2005,1991-1995,64
8926,1994-08-31,30,84,1991-2005,1991-1995,65
8927,1994-09-30,30,84,1991-2005,1991-1995,62
8928,1994-10-31,30,84,1991-2005,1991-1995,63
8929,1994-11-30,30,84,1991-2005,1991-1995,61
8930,1994-12-31,30,84,1991-2005,1991-1995,61
8931,1995-01-31,30,84,1991-2005,1991-1995,60
8932,1995-02-28,30,84,1991-2005,1991-1995,59
8933,1995-03-31,30,84,1991-2005,1991-1995,58
8934,1995-04-30,30,84,1991-2005,1991-1995,98
8935,1995-05-31,30,84,1991-2005,1991-1995,97
8936,1995-06-30,30,84,1991-2005,1991-1995,55
8937,1995-07-31,30,84,1991-2005,1991-1995,97
8938,1995-08-31,30,84,1991-2005,1991-1995,96
8939,1995-09-30,30,84,1991-2005,1991-1995,95
8940,1995-10-31,30,84,1991-2005,1991-1995,97
8941,1995-11-30,30,84,1991-2005,1991-1995,98
8942,1995-12-31,30,84,1991-2005,1991-1995,103
8943,1996-01-31,30,84,1991-2005,1996-2000,102
8944,1996-02-29,30,84,1991-2005,1996-2000,95
8945,1996-03-31,30,84,1991-2005,1996-2000,90
8946,1996-04-30,30,84,1991-2005,1996-2000,91
8947,1996-05-31,30,84,1991-2005,1996-2000,92
8948,1996-06-30,30,84,1991-2005,1996-2000,87
8949,1996-07-31,30,84,1991-2005,1996-2000,86
8950,1996-08-31,30,84,1991-2005,1996-2000,85
8951,1996-09-30,30,84,1991-2005,1996-2000,84
8952,1996-10-31,30,84,1991-2005,1996-2000,93
8953,1996-11-30,30,84,1991-2005,1996-2000,86
8954,1996-12-31,30,84,1991-2005,1996-2000,85
8955,1997-01-31,30,84,1991-2005,1996-2000,80
8956,1997-02-28,30,84,1991-2005,1996-2000,92
8957,1997-03-31,30,84,1991-2005,1996-2000,34
8958,1997-04-30,30,84,1991-2005,1996-2000,92
8959,1997-05-31,30,84,1991-2005,1996-2000,32
8960,1997-06-30,30,84,1991-2005,1996-2000,29
8961,1997-07-31,30,84,1991-2005,1996-2000,28
8962,1997-08-31,30,84,1991-2005,1996-2000,27
8963,1997-09-30,30,84,1991-2005,1996-2000,25
8964,1997-10-31,30,84,1991-2005,1996-2000,23
8965,1997-11-30,30,84,1991-2005,1996-2000,23
8966,1997-12-31,30,84,1991-2005,1996-2000,19
8967,1998-01-31,30,84,1991-2005,1996-2000,19
8968,1998-02-28,30,84,1991-2005,1996-2000,20
8969,1998-03-31,30,84,1991-2005,1996-2000,17
8970,1998-04-30,30,84,1991-2005,1996-2000,21
8971,1998-05-31,30,84,1991-2005,1996-2000,17
8972,1998-06-30,30,84,1991-2005,1996-2000,78
8973,1998-07-31,30,84,1991-2005,1996-2000,18
8974,1998-08-31,30,84,1991-2005,1996-2000,0
8975,1998-09-30,30,84,1991-2005,1996-2000,13
8976,1998-10-31,30,84,1991-2005,1996-2000,12
8977,1998-11-30,30,84,1991-2005,1996-2000,12
8978,1998-12-31,30,84,1991-2005,1996-2000,69
8979,1999-01-31,30,84,1991-2005,1996-2000,67
8980,1999-02-28,30,84,1991-2005,1996-2000,66
8981,1999-03-31,30,84,1991-2005,1996-2000,65
8982,1999-04-30,30,84,1991-2005,1996-2000,64
8983,1999-05-31,30,84,1991-2005,1996-2000,63
8984,1999-06-30,30,84,1991-2005,1996-2000,61
8985,1999-07-31,30,84,1991-2005,1996-2000,60
8986,1999-08-31,30,84,1991-2005,1996-2000,59
8987,1999-09-30,30,84,1991-2005,1996-2000,58
8988,1999-10-31,30,84,1991-2005,1996-2000,57
8989,1999-11-30,30,84,1991-2005,1996-2000,56
8990,1999-12-31,30,84,1991-2005,1996-2000,12
8991,2000-01-31,30,84,1991-2005,1996-2000,0
8992,2000-02-29,30,84,1991-2005,1996-2000,0
8993,2000-03-31,30,84,1991-2005,1996-2000,0
8994,2000-04-30,30,84,1991-2005,1996-2000,0
8995,2000-05-31,30,84,1991-2005,1996-2000,49
8996,2000-06-30,30,84,1991-2005,1996-2000,0
8997,2000-07-31,30,84,1991-2005,1996-2000,0
8998,2000-08-31,30,84,1991-2005,1996-2000,0
8999,2000-09-30,30,84,1991-2005,1996-2000,45
9000,2000-10-31,30,84,1991-2005,1996-2000,44
9001,2000-11-30,30,84,1991-2005,1996-2000,43
9002,2000-12-31,30,84,1991-2005,1996-2000,42
9003,2001-01-31,30,84,1991-2005,2001-2005,42
9004,2001-02-28,30,84,1991-2005,2001-2005,37
9005,2001-03-31,30,84,1991-2005,2001-2005,40
9006,2001-04-30,30,84,1991-2005,2001-2005,38
9007,2001-05-31,30,84,1991-2005,2001-2005,27
9008,2001-06-30,30,84,1991-2005,2001-2005,26
9009,2001-07-31,30,84,1991-2005,2001-2005,25
9010,2001-08-31,30,84,1991-2005,2001-2005,24
9011,2001-09-30,30,84,1991-2005,2001-2005,28
9012,2001-10-31,30,84,1991-2005,2001-2005,22
9013,2001-11-30,30,84,1991-2005,2001-2005,32
9014,2001-12-31,30,84,1991-2005,2001-2005,32
9015,2002-01-31,30,84,1991-2005,2001-2005,24
9016,2002-02-28,30,84,1991-2005,2001-2005,16
9017,2002-03-31,30,84,1991-2005,2001-2005,17
9018,2002-04-30,30,84,1991-2005,2001-2005,14
9019,2002-05-31,30,84,1991-2005,2001-2005,13
9020,2002-06-30,30,84,1991-2005,2001-2005,0
9021,2002-07-31,30,84,1991-2005,2001-2005,0
9022,2002-08-31,30,84,1991-2005,2001-2005,0
9023,2002-09-30,30,84,1991-2005,2001-2005,0
9024,2002-10-31,30,84,1991-2005,2001-2005,0
9025,2002-11-30,30,84,1991-2005,2001-2005,12
9026,2002-12-31,30,84,1991-2005,2001-2005,0
9027,2003-01-31,30,84,1991-2005,2001-2005,0
9028,2003-02-28,30,84,1991-2005,2001-2005,0
9029,2003-03-31,30,84,1991-2005,2001-2005,0
9030,2003-04-30,30,84,1991-2005,2001-2005,0
9031,2003-05-31,30,84,1991-2005,2001-2005,31
9032,2003-06-30,30,84,1991-2005,2001-2005,32
9033,2003-07-31,30,84,1991-2005,2001-2005,31
9034,2003-08-31,30,84,1991-2005,2001-2005,30
9035,2003-09-30,30,84,1991-2005,2001-2005,29
9036,2003-10-31,30,84,1991-2005,2001-2005,12
9037,2003-11-30,30,84,1991-2005,2001-2005,0
9038,2003-12-31,30,84,1991-2005,2001-2005,12
9039,2004-01-31,30,84,1991-2005,2001-2005,0
9040,2004-02-29,30,84,1991-2005,2001-2005,0
9041,2004-03-31,30,84,1991-2005,2001-2005,25
9042,2004-04-30,30,84,1991-2005,2001-2005,22
9043,2004-05-31,30,84,1991-2005,2001-2005,21
9044,2004-06-30,30,84,1991-2005,2001-2005,20
9045,2004-07-31,30,84,1991-2005,2001-2005,19
9046,2004-08-31,30,84,1991-2005,2001-2005,18
9047,2004-09-30,30,84,1991-2005,2001-2005,17
9048,2004-10-31,30,84,1991-2005,2001-2005,16
9049,2004-11-30,30,84,1991-2005,2001-2005,16
9050,2004-12-31,30,84,1991-2005,2001-2005,15
9051,2005-01-31,30,84,1991-2005,2001-2005,14
9052,2005-02-28,30,84,1991-2005,2001-2005,13
9053,2005-03-31,30,84,1991-2005,2001-2005,13
9054,2005-04-30,30,84,1991-2005,2001-2005,0
9055,2005-05-31,30,84,1991-2005,2001-2005,0
9056,2005-06-30,30,84,1991-2005,2001-2005,16
9057,2005-07-31,30,84,1991-2005,2001-2005,25
9058,2005-08-31,30,84,1991-2005,2001-2005,14
9059,2005-09-30,30,84,1991-2005,2001-2005,13
9060,2005-10-31,30,84,1991-2005,2001-2005,12
9061,2005-11-30,30,84,1991-2005,2001-2005,0
9062,2005-12-31,30,84,1991-2005,2001-2005,20
9063,2006-01-31,30,84,2006-2021,2006-2010,19
9064,2006-02-28,30,84,2006-2021,2006-2010,18
9065,2006-03-31,30,84,2006-2021,2006-2010,17
9066,2006-04-30,30,84,2006-2021,2006-2010,17
9067,2006-05-31,30,84,2006-2021,2006-2010,16
9068,2006-06-30,30,84,2006-2021,2006-2010,15
9069,2006-07-31,30,84,2006-2021,2006-2010,14
9070,2006-08-31,30,84,2006-2021,2006-2010,12
9071,2006-09-30,30,84,2006-2021,2006-2010,0
9072,2006-10-31,30,84,2006-2021,2006-2010,0
9073,2006-11-30,30,84,2006-2021,2006-2010,0
9074,2006-12-31,30,84,2006-2021,2006-2010,0
9075,2007-01-31,30,84,2006-2021,2006-2010,0
9076,2007-02-28,30,84,2006-2021,2006-2010,0
9077,2007-03-31,30,84,2006-2021,2006-2010,0
9078,2007-04-30,30,84,2006-2021,2006-2010,0
9079,2007-05-31,30,84,2006-2021,2006-2010,0
9080,2007-06-30,30,84,2006-2021,2006-2010,0
9081,2007-07-31,30,84,2006-2021,2006-2010,0
9082,2007-08-31,30,84,2006-2021,2006-2010,0
9083,2007-09-30,30,84,2006-2021,2006-2010,26
9084,2007-10-31,30,84,2006-2021,2006-2010,22
9085,2007-11-30,30,84,2006-2021,2006-2010,35
9086,2007-12-31,30,84,2006-2021,2006-2010,36
9087,2008-01-31,30,84,2006-2021,2006-2010,18
9088,2008-02-29,30,84,2006-2021,2006-2010,15
9089,2008-03-31,30,84,2006-2021,2006-2010,14
9090,2008-04-30,30,84,2006-2021,2006-2010,12
9091,2008-05-31,30,84,2006-2021,2006-2010,0
9092,2008-06-30,30,84,2006-2021,2006-2010,0
9093,2008-07-31,30,84,2006-2021,2006-2010,0
9094,2008-08-31,30,84,2006-2021,2006-2010,0
9095,2008-09-30,30,84,2006-2021,2006-2010,15
9096,2008-10-31,30,84,2006-2021,2006-2010,0
9097,2008-11-30,30,84,2006-2021,2006-2010,0
9098,2008-12-31,30,84,2006-2021,2006-2010,0
9099,2009-01-31,30,84,2006-2021,2006-2010,0
9100,2009-02-28,30,84,2006-2021,2006-2010,0
9101,2009-03-31,30,84,2006-2021,2006-2010,0
9102,2009-04-30,30,84,2006-2021,2006-2010,0
9103,2009-05-31,30,84,2006-2021,2006-2010,0
9104,2009-06-30,30,84,2006-2021,2006-2010,38
9105,2009-07-31,30,84,2006-2021,2006-2010,32
9106,2009-08-31,30,84,2006-2021,2006-2010,26
